,Name,catagory,description,Veg_Non,Nutrient,Disease,Diet,Price
468,baked shankarpali recipe,shankarpali,"whole wheat flour (atta), refined flour (maida), garlic cloves (crushed), salt, red chilli powder, chaat masala, cumin powder, tomato puree, ghee",veg,carbohydrates, goitre diabeties, high_fiber_diet alkaline_diet low_sodium_diet low_fat_diet high_protien_diet,505
469,cashew nut cookies,cookie,"cashew paste, ghee, khaand (a sweetening agent and a healthier substitute of sugar), flax or chia seeds, plain yogurt, baking soda, baking powder, vanilla, oats, organic all-purpose flour",veg,protien, hypertension, dash_diet vegan_diet ketogenic_diet high_protien_diet,520
470,hawaiin papaya salad,salad,"papaya, fresh lime (juiced), watermelon balls or small squares (seedless), fresh pineapple chunks, coconut (unsweetened), vanilla flavoured yogurt (low fat)",veg,fiber, scurvy obesity goitre hypertension, high_fiber_diet ketogenic_diet alkaline_diet low_sodium_diet low_fat_diet high_protien_diet,355
471,vegetable som tam salad,salad,"raw papaya, carrot, french bean diamond, cherry tomato, garlic, crush mix chilli, somtam dressing, peanuts (crushed), peanuts",veg,fiber, heart_disease scurvy obesity hypertension kidney_disease goitre, high_fiber_diet ketogenic_diet low_sodium_diet low_fat_diet gluten_free_diet vegan_diet high_protien_diet,525
472,vegetable bruschetta,bruschetta,"baguette (grilled slices), black olive tapenade, artichoke hearts, lettuce arugula (trummed), tomato confit, fresh basil leaves, mint leaves, zucchini, goat cheese, parmesan cheese shavings, mozzarella buffalo cheese",veg,calcium, kidney_disease scurvy obesity heart_disease, high_fiber_diet ketogenic_diet low_sodium_diet low_fat_diet gluten_free_diet vegan_diet high_protien_diet,475
473,jalapeno cheese fingers,cheese,"yellow cornmeal, sugar, baking soda, salt, buttermilk (well-shaken), egg, cheddar (extra sharp), scallion (white and pale green parts only), pickled jalapenos (drained), unsalted butter,",veg,calcium, obesity eye_disease, dash_diet ketogenic_diet alkaline_diet low_fat_diet vegan_diet high_protien_diet,555
474,spinach and feta crepes,spinach,"milk (whole fat or skimmed), flour, water, butter, honey, salt, vegetable oil, extra butter (for crisping the crepe), spinach, feta cheese (crumbled), greek yogurt (whisked), honey",veg,vitamin_c, kidney_disease scurvy goitre anemia, dash_diet high_fiber_diet type_a_diet ketogenic_diet,300
475,red wine braised mushroom flatbread,wine,"olive oil, fresh buffalo mozzarella cheese, canned pelati tomatoes (cooked), pizza/flatbread base, mushrooms, red wine, parsley, garlic cloves (halved), salt",veg,vitamin_c, scurvy obesity cancer diabeties kidney_disease anemia pregnancy, dash_diet low_fat_diet alkaline_diet,250
476,mixed beans salad,salad,"mixed boiled beans (choose from rajma, chawli, chick peas, hara chana), spring onions, tomatoes (diced), oil, lemon juice, basil, garlic, salt and pepper, for garnish:, coriander",veg,fiber, goitre heart_disease obesity diabeties hypertension anemia pregnancy, dash_diet high_fiber_diet ketogenic_diet alkaline_diet low_sodium_diet low_fat_diet type_a_diet omni_diet high_protien_diet,505
477,seafood rock filler,baked,"baked tart of mixed sea food served with phyllo fruit bowl, savory tart shell (semi baked), mixed sea food, mornay sauce, assorted herb and seasoning, phyllo pastry, assorted seasonal fruit",veg,iodine, goitre rickets obesity anemia pregnancy, dash_diet ketogenic_diet type_o_diet vegan_diet omni_diet,405
478,californian breakfast benedict,sauce,"brioche loaf, avocado paste, eggs, tomato, spinach, nutmeg powder, phyllo pastry sheet, assorted seasonal fruits, hollandaise sauce",veg,protien, rickets obesity hypertension, high_protien_diet,245
479,baked raw banana samosa,samosa,"onion, ginger, curry powder, fresh coriander, green chilli, raw banana paste, refined oil, mustard seeds, phyllo sheets, salt",veg,chloride, goitre heart_disease scurvy cancer diabeties hypertension kidney_disease anemia, high_fiber_diet ketogenic_diet alkaline_diet low_sodium_diet low_fat_diet vegan_diet high_protien_diet,320
480,shrimp &amp; cilantro ceviche,coriander,"prawns, gherkin, onion, cilantro, mix bell pepper, tiger milk, sweet corn, sea salt, black pepper, green lemon juice, cherry tomato, edible flower, coriander stems, celery stalks, garlic, ginger, red onion, lemon juice, sea salt, black pepper",veg,vitamin_a, anemia goitre, ketogenic_diet,550
481,coconut mango oatmeal with cinnamon hint,mango,"coconut (tender), coconut milk, oats, ripe mango (diced), castor sugar, dry fruits, honey, cardamom powder",veg,selenium, rickets obesity cancer diabeties hypertension goitre, dash_diet high_fiber_diet paleo_diet ketogenic_diet low_fat_diet gluten_free_diet vegan_diet high_protien_diet,690
482,fruit cube salad,salad,"watermelon, cantaloupe, kiwifruiit, pineapple, marshmallow, mint leaf (crushed nuts, sesame seeds or cinnamon)",veg,fiber, heart_disease eye_disease scurvy obesity diabeties hypertension goitre pregnancy, high_fiber_diet ketogenic_diet low_sodium_diet low_fat_diet high_protien_diet,545
483,veg hakka noodles,sauce,"noodles, salt, oil, garlic paste, ginger paste, beans, cabbage, carrot, spring onion, capsicum, soy sauce, green chilli sauce, tomato sauce",veg,iron, diabeties, high_fiber_diet low_fat_diet vegan_diet ketogenic_diet,665
484,strawberry quinoa pancakes,pancakes,"quinoa, milk, olive oil, egg (slightly beaten), baking powder, orange essence, castor sugar, maple syrup, strawberries (to garnish)",veg,vitamin_c, scurvy goitre pregnancy, low_sodium_diet dash_diet vegan_diet,675
485,strawberry &amp; pistachio breton tart,strawberry,"plain flour, baking powder, sea salt, unsalted butter, egg yoks, castor sugar, double cream, yolk, sugar, gelatine, butter, pistachio paste, strawberry",veg,vitamin_a, kidney_disease scurvy, low_fat_diet high_protien_diet,475
486,filter coffee,coffee,"कॉफी पाउडर, पानी, दूध, चीनी",veg,manganese, kidney_disease anemia pregnancy, high_fiber_diet ketogenic_diet hormone_diet low_fat_diet vegan_diet,225
487,spinach &amp; banana pancakes,pancakes,"रोल्ड ओट्स, दूध, पालक, केला , अंडा, दालचीनी पाउडर, वनिला एक्सट्रैक्ट, बेकिंग पाउडर",veg,vitamin_c, kidney_disease scurvy anemia hypertension, dash_diet high_fiber_diet ketogenic_diet alkaline_diet type_a_diet vegan_diet,320
488,french onion grilled cheese,cheese,"ब्राउचे स्लाइस ब्रेड, प्याज, तेल , एमैंटल चीज़",veg,calcium, kidney_disease goitre obesity eye_disease, dash_diet ketogenic_diet alkaline_diet low_fat_diet vegan_diet high_protien_diet,205
489,pasta in cheese sauce,sauce,"दूध, मैदा, मक्खन, कालीमिर्च पाउडर, जायफल, चीज़, पास्ता (आपकी पसंद का)",veg,calcium, obesity eye_disease, dash_diet ketogenic_diet alkaline_diet low_fat_diet vegan_diet high_protien_diet,620
490,deviled scotch egg,egg,"लैंब कीमा, रोजमेरी, थाइम, अंडे (सख्त उबलाकर छिलका उतार लें), मैदा, अंडे (हल्के फेंटे हुए), पैंको, मूंगफली तेल, नमक, कालीमिर्च, मेयोनीज़, एप्पल सिडर विनेगर, इंग्लिश मस्टर्ड, नमक, कालीमिर्च, पैपरिका और जैतुन पाउडर",non-veg,vitamin_a, rickets diabeties hypertension kidney_disease goitre pregnancy, low_sodium_diet low_fat_diet ketogenic_diet high_protien_diet,505
491,amritsari fish,fish,"with curry, ginger and garlic",non-veg,vitamin_a, goitre heart_disease rickets obesity cancer diabeties hypertension kidney_disease anemia pregnancy, dash_diet ketogenic_diet alkaline_diet low_fat_diet low_carb_diet vegan_diet high_protien_diet,425
492,butter chicken,chicken,rgh mahal,non-veg,iron, rickets anemia kidney_disease goitre pregnancy, high_fiber_diet ketogenic_diet hormone_diet low_sodium_diet low_fat_diet low_carb_diet type_a_diet vegan_diet high_protien_diet,420
493,chicken razala,chicken,icken cooked in a rich gravy with mint,non-veg,iron, rickets anemia kidney_disease goitre pregnancy, high_fiber_diet hormone_diet low_fat_diet low_carb_diet type_a_diet vegan_diet high_protien_diet,595
494,chicken tikka,tikka,ces served on a skewer,non-veg,iron, rickets anemia kidney_disease goitre pregnancy, high_fiber_diet hormone_diet low_fat_diet low_carb_diet type_a_diet vegan_diet high_protien_diet,605
495,chicken tikka masala,tikka,d in a yogurt tomato sauce. creamy texture.,non-veg,calcium, rickets anemia kidney_disease goitre pregnancy, ketogenic_diet hormone_diet low_fat_diet low_carb_diet type_a_diet vegan_diet high_protien_diet,640
496,mushroom matar,matar,eet peas in a masala/chili sauce,veg,iron, kidney_disease, high_fiber_diet low_fat_diet vegan_diet,250
497,tandoori chicken,chicken,as a dish originated in the punjab before the independence of india and pakistan.,non-veg,iron, rickets anemia kidney_disease goitre pregnancy, high_fiber_diet hormone_diet low_fat_diet low_carb_diet type_a_diet vegan_diet high_protien_diet,425
498,tandoori fish tikka,tikka,n lime and ginger and cooked over an open fire.,non-veg,vitamin_a, goitre heart_disease rickets obesity cancer diabeties hypertension kidney_disease anemia pregnancy, dash_diet ketogenic_diet alkaline_diet low_fat_diet low_carb_diet vegan_diet high_protien_diet,465
499,chettinadu chicken,chicken,n and spices,non-veg,iron, rickets anemia kidney_disease goitre pregnancy, high_fiber_diet hormone_diet low_fat_diet low_carb_diet type_a_diet vegan_diet high_protien_diet,305
500,chicken 65,chicken,"ed chicken preparation. chicken, onion, ginger",non-veg,iron, goitre rickets scurvy kidney_disease anemia pregnancy, high_fiber_diet hormone_diet low_fat_diet low_carb_diet type_a_diet vegan_diet high_protien_diet,655
501,kolim / jawla,fish,dried fish named kolim or jawla found in coastal maharashtra with onion and spices. usually eaten with bhakri or chapati,veg,vitamin_a, heart_disease eye_disease rickets obesity cancer scurvy diabeties kidney_disease goitre, dash_diet high_fiber_diet ketogenic_diet alkaline_diet hormone_diet low_fat_diet vegan_diet high_protien_diet,215
502,black rice,rice,riety of rice,veg,carbohydrates, obesity anemia diabeties goitre pregnancy, dash_diet high_fiber_diet ketogenic_diet vegan_diet high_protien_diet,370
503,brown rice,rice,riety of rice.,veg,carbohydrates, anemia obesity heart_disease diabeties, dash_diet ketogenic_diet hormone_diet low_sodium_diet vegan_diet Mediterranean_diet high_protien_diet,600
504,koldil chicken,chicken,ith banana flower; an assamese specialty,non-veg,iron, rickets anemia kidney_disease goitre pregnancy, high_fiber_diet hormone_diet low_fat_diet low_carb_diet type_a_diet vegan_diet high_protien_diet,605
505,red rice,rice,riety of rice.,veg,carbohydrates, scurvy obesity cancer diabeties kidney_disease anemia pregnancy, dash_diet ketogenic_diet alkaline_diet vegan_diet high_protien_diet,260
506,rice,rice,,veg,carbohydrates, anemia obesity diabeties, dash_diet vegan_diet ketogenic_diet high_protien_diet,415
507,sunga pork,curry,curry,veg,iron, goitre pregnancy, high_fiber_diet paleo_diet low_fat_diet vegan_diet high_protien_diet,215
508,banana chips,banana,"r dried slices of bananas (fruits of herbaceous plants of the genus musa of the soft, sweet ""dessert banana"" variety), they can be covered with sugar or honey and have a sweet taste, or they can be fried in oil and spices and have a salty and/or spicy taste.[2]",veg,magnesium, hypertension, high_fiber_diet vegan_diet alkaline_diet high_protien_diet,675
509,bhurji- egg,egg,"made using indian spices, onion, tomatoes, green chilli, and had with bread, or parathas.",non-veg,vitamin_a, rickets diabeties hypertension kidney_disease goitre pregnancy, low_sodium_diet low_fat_diet ketogenic_diet high_protien_diet,645
510,flattened rice / pohe,rice,"ible, dehusked rice which is flattened into flat light dry flakes, these flakes of rice swell when added to liquid, whether hot or cold, as they absorb water, milk, or any other liquids. the thicknesses of these flakes vary between almost translucently thin (the more expensive varieties) to nearly four times thicker than a normal rice grain.",veg,carbohydrates, goitre heart_disease eye_disease rickets obesity cancer scurvy diabeties kidney_disease anemia, dash_diet high_fiber_diet ketogenic_diet alkaline_diet hormone_diet low_fat_diet vegan_diet high_protien_diet,250
511,puffed rice,rice,"grain made from rice; usually made by heating rice kernels under high pressure in the presence of steam, though the method of manufacture varies widely. pori (puffed rice) has been mentioned in various tamil literatures as an offering to hindu deities. offerings of pori and jaggery made to vinayagar (lord ganesh) are mentioned in the tiruppugazh, a 15th-century anthology of tamil religious songs, written by tamil poet arunagirinathar. pori is offered to hindu gods and goddesses in all poojas in the south indian states of kerala and tamil nadu.",veg,carbohydrates, anemia obesity diabeties, dash_diet vegan_diet ketogenic_diet high_protien_diet,400
