Meal_Id,Name,catagory,description,Veg_Non,Nutrient,Disease,Diet,Price
meal_id84,filter coffee,coffee,"कॉफी पाउडर, पानी, दूध, चीनी",veg,manganese, pregnancy kidney_disease anemia, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet,515
meal_id6,japanese curry arancini with  barley salsa,barley,"japanese curry, sticky rice, cheese inside rice, barley salsa, wasabi mayo, red capsicum cube (cut), yellow capsicum cube (cut), green capsicum cube (cut), green chily, barley, butter, white pepper, light soya, salt",veg,calcium, goitre, high_protien_diet vegan_diet low_fat_diet ketogenic_diet,295
meal_id11,coconut lime quinoa salad,salad,"uncooked quinoa, water, red onion, cucumber (diced), purple cabbage, avocado (ripened and diced), orange, shelled edamame (defrosted), unsweetened toasted coconut flakes, almonds, few shakes of black pepper, for the dressing:, orange juice, lime (juiced), apple cider vinegar, olive oil",veg,fiber, pregnancy hypertension scurvy goitre obesity, alkaline_diet low_fat_diet paleo_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,585
meal_id13,watermelon and strawberry smoothie,smoothie,"fresh strawberries, honey, low fat yogurt, watermelon, chia seeds",veg,magnesium, scurvy, high_protien_diet high_fiber_diet,475
meal_id15,almond and cranberry poha,poha,"almond flakes, onion, poha, cranberries (frozen/ dried), salt, oil, curry leaves, green chilies, fresh coconut",veg,iron, hypertension, gluten_free_diet vegan_diet low_fat_diet high_fiber_diet,325
meal_id19,baked shankarpali recipe,shankarpali,"whole wheat flour (atta), refined flour (maida), garlic cloves (crushed), salt, red chilli powder, chaat masala, cumin powder, tomato puree, ghee",veg,carbohydrates, diabeties goitre, alkaline_diet low_fat_diet low_sodium_diet high_fiber_diet high_protien_diet,410
meal_id25,cashew nut cookies,cookie,"cashew paste, ghee, khaand (a sweetening agent and a healthier substitute of sugar), flax or chia seeds, plain yogurt, baking soda, baking powder, vanilla, oats, organic all-purpose flour",veg,protien, hypertension, high_protien_diet vegan_diet dash_diet ketogenic_diet,220
meal_id27,hawaiin papaya salad,salad,"papaya, fresh lime (juiced), watermelon balls or small squares (seedless), fresh pineapple chunks, coconut (unsweetened), vanilla flavoured yogurt (low fat)",veg,fiber, obesity scurvy hypertension goitre, alkaline_diet low_fat_diet ketogenic_diet low_sodium_diet high_fiber_diet high_protien_diet,205
meal_id28,vegetable som tam salad,salad,"raw papaya, carrot, french bean diamond, cherry tomato, garlic, crush mix chilli, somtam dressing, peanuts (crushed), peanuts",veg,fiber, hypertension scurvy heart_disease goitre kidney_disease obesity, low_fat_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet,245
meal_id184,vegetable bruschetta,bruschetta,"baguette (grilled slices), black olive tapenade, artichoke hearts, lettuce arugula (trummed), tomato confit, fresh basil leaves, mint leaves, zucchini, goat cheese, parmesan cheese shavings, mozzarella buffalo cheese",veg,calcium, obesity scurvy kidney_disease heart_disease, low_fat_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet,485
meal_id270,jalapeno cheese fingers,cheese,"yellow cornmeal, sugar, baking soda, salt, buttermilk (well-shaken), egg, cheddar (extra sharp), scallion (white and pale green parts only), pickled jalapenos (drained), unsalted butter,",veg,calcium, obesity eye_disease, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet,530
meal_id29,spinach and feta crepes,spinach,"milk (whole fat or skimmed), flour, water, butter, honey, salt, vegetable oil, extra butter (for crisping the crepe), spinach, feta cheese (crumbled), greek yogurt (whisked), honey",veg,vitamin_c, anemia scurvy goitre kidney_disease, dash_diet high_fiber_diet type_a_diet ketogenic_diet,205
meal_id185,red wine braised mushroom flatbread,wine,"olive oil, fresh buffalo mozzarella cheese, canned pelati tomatoes (cooked), pizza/flatbread base, mushrooms, red wine, parsley, garlic cloves (halved), salt",veg,vitamin_c, anemia pregnancy cancer scurvy kidney_disease obesity diabeties, alkaline_diet dash_diet low_fat_diet,295
meal_id279,mixed beans salad,salad,"mixed boiled beans (choose from rajma, chawli, chick peas, hara chana), spring onions, tomatoes (diced), oil, lemon juice, basil, garlic, salt and pepper, for garnish:, coriander",veg,fiber, anemia pregnancy hypertension heart_disease goitre obesity diabeties, alkaline_diet low_fat_diet omni_diet ketogenic_diet low_sodium_diet high_fiber_diet high_protien_diet dash_diet type_a_diet,435
meal_id143,seafood rock filler,baked,"baked tart of mixed sea food served with phyllo fruit bowl, savory tart shell (semi baked), mixed sea food, mornay sauce, assorted herb and seasoning, phyllo pastry, assorted seasonal fruit",veg,iodine, anemia pregnancy rickets goitre obesity, type_o_diet omni_diet ketogenic_diet vegan_diet dash_diet,555
meal_id271,californian breakfast benedict,sauce,"brioche loaf, avocado paste, eggs, tomato, spinach, nutmeg powder, phyllo pastry sheet, assorted seasonal fruits, hollandaise sauce",veg,protien, obesity rickets hypertension, high_protien_diet,290
meal_id280,baked raw banana samosa,samosa,"onion, ginger, curry powder, fresh coriander, green chilli, raw banana paste, refined oil, mustard seeds, phyllo sheets, salt",veg,chloride, anemia hypertension cancer scurvy heart_disease goitre kidney_disease diabeties, alkaline_diet low_fat_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet high_protien_diet,675
meal_id144,shrimp &amp; cilantro ceviche,coriander,"prawns, gherkin, onion, cilantro, mix bell pepper, tiger milk, sweet corn, sea salt, black pepper, green lemon juice, cherry tomato, edible flower, coriander stems, celery stalks, garlic, ginger, red onion, lemon juice, sea salt, black pepper",veg,vitamin_a, anemia goitre, ketogenic_diet,685
meal_id281,coconut mango oatmeal with cinnamon hint,mango,"coconut (tender), coconut milk, oats, ripe mango (diced), castor sugar, dry fruits, honey, cardamom powder",veg,selenium, hypertension cancer rickets goitre obesity diabeties, low_fat_diet paleo_diet ketogenic_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,555
meal_id282,fruit cube salad,salad,"watermelon, cantaloupe, kiwifruiit, pineapple, marshmallow, mint leaf (crushed nuts, sesame seeds or cinnamon)",veg,fiber, pregnancy hypertension scurvy heart_disease eye_disease goitre obesity diabeties, low_fat_diet ketogenic_diet low_sodium_diet high_fiber_diet high_protien_diet,280
meal_id283,veg hakka noodles,sauce,"noodles, salt, oil, garlic paste, ginger paste, beans, cabbage, carrot, spring onion, capsicum, soy sauce, green chilli sauce, tomato sauce",veg,iron, diabeties, vegan_diet low_fat_diet high_fiber_diet ketogenic_diet,380
meal_id284,strawberry quinoa pancakes,pancakes,"quinoa, milk, olive oil, egg (slightly beaten), baking powder, orange essence, castor sugar, maple syrup, strawberries (to garnish)",veg,vitamin_c, pregnancy scurvy goitre, low_sodium_diet vegan_diet dash_diet,210
meal_id186,strawberry &amp; pistachio breton tart,strawberry,"plain flour, baking powder, sea salt, unsalted butter, egg yoks, castor sugar, double cream, yolk, sugar, gelatine, butter, pistachio paste, strawberry",veg,vitamin_a, scurvy kidney_disease, high_protien_diet low_fat_diet,450
meal_id84,filter coffee,coffee,"कॉफी पाउडर, पानी, दूध, चीनी",veg,manganese, pregnancy kidney_disease anemia, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet,530
meal_id285,spinach &amp; banana pancakes,pancakes,"रोल्ड ओट्स, दूध, पालक, केला , अंडा, दालचीनी पाउडर, वनिला एक्सट्रैक्ट, बेकिंग पाउडर",veg,vitamin_c, anemia scurvy hypertension kidney_disease, alkaline_diet ketogenic_diet vegan_diet high_fiber_diet dash_diet type_a_diet,250
meal_id286,french onion grilled cheese,cheese,"ब्राउचे स्लाइस ब्रेड, प्याज, तेल , एमैंटल चीज़",veg,calcium, obesity goitre kidney_disease eye_disease, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet,625
meal_id287,pasta in cheese sauce,sauce,"दूध, मैदा, मक्खन, कालीमिर्च पाउडर, जायफल, चीज़, पास्ता (आपकी पसंद का)",veg,calcium, obesity eye_disease, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet,355
meal_id288,deviled scotch egg,egg,"लैंब कीमा, रोजमेरी, थाइम, अंडे (सख्त उबलाकर छिलका उतार लें), मैदा, अंडे (हल्के फेंटे हुए), पैंको, मूंगफली तेल, नमक, कालीमिर्च, मेयोनीज़, एप्पल सिडर विनेगर, इंग्लिश मस्टर्ड, नमक, कालीमिर्च, पैपरिका और जैतुन पाउडर",non-veg,vitamin_a, hypertension rickets goitre kidney_disease pregnancy diabeties, low_sodium_diet high_protien_diet low_fat_diet ketogenic_diet,600
meal_id289,amritsari fish,fish,"with curry, ginger and garlic",non-veg,vitamin_a, anemia pregnancy hypertension cancer heart_disease rickets goitre kidney_disease obesity diabeties, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet,350
meal_id290,butter chicken,chicken,rgh mahal,non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,250
meal_id291,chicken razala,chicken,icken cooked in a rich gravy with mint,non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,620
meal_id292,chicken tikka,tikka,ces served on a skewer,non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,215
meal_id293,chicken tikka masala,tikka,d in a yogurt tomato sauce. creamy texture.,non-veg,calcium, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet ketogenic_diet vegan_diet hormone_diet high_protien_diet type_a_diet,355
meal_id294,mushroom matar,matar,eet peas in a masala/chili sauce,veg,iron, kidney_disease, vegan_diet low_fat_diet high_fiber_diet,220
meal_id295,tandoori chicken,chicken,as a dish originated in the punjab before the independence of india and pakistan.,non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,635
meal_id296,tandoori fish tikka,tikka,n lime and ginger and cooked over an open fire.,non-veg,vitamin_a, anemia pregnancy hypertension cancer heart_disease rickets goitre kidney_disease obesity diabeties, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet,500
meal_id297,chettinadu chicken,chicken,n and spices,non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,665
meal_id298,chicken 65,chicken,"ed chicken preparation. chicken, onion, ginger",non-veg,iron, anemia scurvy rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,425
meal_id299,kolim / jawla,fish,dried fish named kolim or jawla found in coastal maharashtra with onion and spices. usually eaten with bhakri or chapati,veg,vitamin_a, cancer scurvy heart_disease eye_disease rickets goitre kidney_disease obesity diabeties, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet dash_diet,565
meal_id300,black rice,rice,riety of rice,veg,carbohydrates, anemia pregnancy goitre obesity diabeties, ketogenic_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,235
meal_id301,brown rice,rice,riety of rice.,veg,carbohydrates, obesity diabeties anemia heart_disease, Mediterranean_diet ketogenic_diet low_sodium_diet vegan_diet hormone_diet high_protien_diet dash_diet,315
meal_id302,koldil chicken,chicken,ith banana flower; an assamese specialty,non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,620
meal_id303,red rice,rice,riety of rice.,veg,carbohydrates, anemia pregnancy cancer scurvy kidney_disease obesity diabeties, alkaline_diet ketogenic_diet vegan_diet high_protien_diet dash_diet,220
meal_id304,rice,rice,,veg,carbohydrates, obesity diabeties anemia, high_protien_diet vegan_diet dash_diet ketogenic_diet,350
meal_id305,sunga pork,curry,curry,veg,iron, pregnancy goitre, low_fat_diet paleo_diet vegan_diet high_fiber_diet high_protien_diet,605
